,valence,year,acousticness,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,artists,collaborators
17808,0.21600000000000005,2011,0.0531,0.831,235320,0.4270000000000001,1,2wAJTrFhCnQyNSD3oUgTZO,0.0,2,0.307,-6.903,1,Work Out,79,2011-09-27,0.106,93.00399999999999,['J. Cole'],1
17340,0.306,2008,0.131,0.617,236267,0.741,0,1D4PL9B8gOg78jiHg3FvBb,0.0,2,0.0772,-3.97,1,Love Story,79,2008-11-11,0.0311,118.984,['Taylor Swift'],1
18273,0.303,2013,0.141,0.376,209440,0.696,0,5yVIlYEHZxQVLyInCdldoS,0.0,0,0.11,-4.785,0,Impossible,79,2013-11-04,0.0949,169.515,['James Arthur'],1
17809,0.285,2011,0.892,0.5589999999999999,285040,0.33,0,4kflIGfjdZJW4ot2ioixTB,0.0,9,0.0975,-8.251,1,Someone Like You,79,2011-01-19,0.0285,135.109,['Adele'],1
38468,0.17,2020,0.00103,0.792,92856,0.8290000000000001,1,3pXVmZh293nWtqxildz9jf,0.0755,2,0.5820000000000001,-6.612,1,Miss YOU!,79,2020-03-06,0.256,93.044,['CORPSE'],1
19288,0.7070000000000001,2018,0.836,0.773,169973,0.4370000000000001,1,75ls0gurX68lUmMjE7QcsE,2.42e-05,9,0.544,-8.281,1,all the kids are depressed,79,2018-05-04,0.0963,103.861,['Jeremy Zucker'],1
19334,0.235,2018,0.841,0.713,218883,0.452,0,0pdKRp2sUthTPe7RLWpPqQ,0.0038,1,0.105,-9.638,1,You're Somebody Else,79,2018-06-19,0.0295,102.963,['flora cash'],1
57269,0.456,2020,0.308,0.804,159293,0.32299999999999995,0,5jjZikDrEd0by1o7V3fO4y,0.0,0,0.15,-11.127,0,Overwhelmed,79,2020-06-26,0.305,87.01899999999998,['Royal & the Serpent'],1
16625,0.755,2005,0.0253,0.614,209107,0.574,1,5D2mYZuzcgjpchVY1pmTPh,3.2e-05,11,0.38,-7.961,1,Candy Shop,79,2005-03-03,0.466,125.17299999999999,"['50 Cent', 'Olivia']",2
18409,0.584,2014,0.0751,0.517,239320,0.705,1,6Ius4TC0L3cN74HT7ENE6e,0.0,6,0.128,-8.205,0,Wet Dreamz,79,2014-12-09,0.364,175.90599999999995,['J. Cole'],1
18470,0.9309999999999999,2014,0.0423,0.774,224840,0.7559999999999999,0,6RtPijgfPKROxEzTHNRiDp,0.0,1,0.305,-4.995,1,Rude,79,2014-06-25,0.0389,144.032,['MAGIC!'],1
17816,0.775,2011,0.127,0.789,219333,0.858,1,4Li2WHPkuyCdtmokzW2007,0.0,1,0.349,-5.5420000000000025,1,Ni**as In Paris,79,2011-08-08,0.311,140.02200000000002,"['JAY-Z', 'Kanye West']",2
124880,0.568,2020,0.542,0.672,223488,0.6829999999999999,0,2BxzmBb2uqwnpyVuJqIIV9,0.0,11,0.203,-4.433,0,Victoria,79,2020-09-18,0.105,88.042,"['Lunay', 'Beéle']",2
17815,0.27399999999999997,2011,0.386,0.278,242013,0.662,0,3sgf2a905hjZ81tXYytY6i,1.1400000000000001e-05,9,0.134,-6.075,1,This Side of Paradise,79,2011-06-21,0.0295,181.683,['Coyote Theory'],1
17833,0.529,2011,0.192,0.6709999999999999,252307,0.9390000000000001,0,4QNpBfC0zvjKqPJcyqBy9W,0.0,8,0.298,-3.2060000000000004,1,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",79,2011-06-17,0.161,129.023,"['Pitbull', 'Ne-Yo', 'Afrojack', 'Nayer']",4
19291,0.552,2018,0.0605,0.698,232187,0.633,1,3GCdLUSnKSMJhs4Tj6CV3s,0.000194,8,0.0926,-4.9460000000000015,1,All The Stars (with SZA),79,2018-02-09,0.0597,96.92399999999999,"['Kendrick Lamar', 'SZA']",2
124679,0.606,2019,0.016,0.807,229184,0.887,0,5itOtNx0WxtJmi1TQ3RuRd,0.000503,1,0.0811,-4.311,0,Giant (with Rag'n'Bone Man),79,2019-01-11,0.0361,122.015,"['Calvin Harris', ""Rag'n'Bone Man""]",2
18027,0.7879999999999999,2012,0.0295,0.581,204160,0.963,0,3cHyrEgdyYRjgJKSOiOtcS,0.0,11,0.139,-4.087,1,Timber (feat. Ke$ha),79,2012,0.0981,129.99200000000002,"['Pitbull', 'Kesha']",2
18053,0.53,2012,0.8109999999999999,0.7090000000000001,219040,0.22,0,0TAmnCzOtqRfvA38DDLTjj,0.0,7,0.175,-11.856,1,Little Things,79,2012-11-12,0.0327,110.07600000000001,['One Direction'],1
18039,0.37,2012,0.126,0.514,200400,0.727,0,6M31fPFCYB8Job3MCjjrDV,0.0,0,0.0978,-6.131,1,They Don't Know About Us,79,2012-11-12,0.0492,147.917,['One Direction'],1
19274,0.616,2018,0.113,0.8220000000000001,223000,0.575,1,6lruHh1jF7ezgbLv72xYmf,0.0,5,0.106,-5.95,1,FML,79,2018-06-03,0.0934,100.087,['Arizona Zervas'],1
16822,0.599,2006,0.11599999999999999,0.4270000000000001,334667,0.9,0,2aibwv5hGXSgw7Yru8IYTO,1.75e-05,11,0.11900000000000001,-3.674,1,Snow (Hey Oh),79,2006-05-09,0.0499,104.655,['Red Hot Chili Peppers'],1
19300,0.34299999999999997,2018,0.0217,0.54,204991,0.381,0,3h3pOvw6hjOvZxRUseB7h9,0.000687,7,0.305,-14.323,1,i wanna be your girlfriend,79,2018-03-02,0.0347,155.882,['girl in red'],1
18428,0.7509999999999999,2014,0.26,0.706,199387,0.7859999999999999,0,0puf9yIluy9W0vpMEUoAnN,0.0,0,0.38,-3.417,0,Bang Bang,79,2014-10-14,0.091,150.028,"['Jessie J', 'Ariana Grande', 'Nicki Minaj']",3
124766,0.841,2020,0.0812,0.769,206897,0.7120000000000001,1,7FhopXtl9z9YtD9NwUf9ss,6.67e-06,7,0.0988,-5.042,0,Qué Mal Te Fue (Remix),79,2020-10-09,0.105,173.93099999999995,"['Natti Natasha', 'Justin Quiles', 'Miky Woodz']",3
57378,0.452,2020,0.0799,0.705,207734,0.7070000000000001,0,7LjEQ8GsQiUNVakV6TZI0e,0.0,0,0.149,-5.1739999999999995,1,Baby,79,2020-08-21,0.0534,117.97399999999999,['Madison Beer'],1
18030,0.41700000000000004,2012,0.0206,0.457,266600,0.757,0,2ihCaVdNZmnHZWt0fvAM7B,0.0,1,0.146,-5.1770000000000005,1,Little Talks,79,2012-01-01,0.032,102.961,['Of Monsters and Men'],1
16813,0.542,2006,0.16699999999999998,0.7390000000000001,215360,0.511,0,2nGFzvICaeEWjIrBrL2RAx,1.34e-06,9,0.133,-7.8439999999999985,1,Put Your Records On,79,2006-01-01,0.0362,96.038,['Corinne Bailey Rae'],1
18248,0.619,2013,0.0061600000000000005,0.28800000000000003,201726,0.758,0,2AT8iROs4FQueDv2c8q2KE,0.0,6,0.303,-5.692,0,R U Mine?,79,2013-09-09,0.0371,97.094,['Arctic Monkeys'],1
57284,0.284,2020,0.00509,0.8029999999999999,213308,0.759,1,0JjM9bKm4wrwohMslcm892,0.0,7,0.0921,-4.692,0,Still Be Friends (feat. Tory Lanez & Tyga),79,2020-02-07,0.0494,104.0,"['G-Eazy', 'Tory Lanez', 'Tyga']",3
17626,0.6679999999999999,2010,0.529,0.855,248133,0.9540000000000001,1,7Ie9W94M7OjPoZVV216Xus,0.0,0,0.205,-1.19,0,Not Afraid,79,2010-06-18,0.264,114.635,['Eminem'],1
38500,0.544,2020,0.8640000000000001,0.703,179548,0.321,0,4GVwjLRT7oSsKby7Vy8EHr,0.0,4,0.9079999999999999,-13.135,1,Skit,79,2020-11-20,0.884,114.822,['BTS'],1
17208,0.49,2008,0.00475,0.527,181680,0.922,0,2kS6td1yvmpNgZTt1q5pQq,0.000162,9,0.42200000000000004,-2.6660000000000004,0,Hayloft,79,2008-09-23,0.0728,95.975,['Mother Mother'],1
18421,0.0935,2014,0.873,0.435,287693,0.155,0,4L2K7JKseFCBoHMZEAszW0,0.0,1,0.107,-8.948,1,Jealous,79,2014-11-21,0.046,128.532,['Labrinth'],1
57391,0.45899999999999996,2020,0.0494,0.88,114500,0.501,0,614OkajfRPH8V0ugNQnduP,0.0695,2,0.436,-6.774,1,Upside Down,79,2020-08-18,0.062,120.038,['JVKE'],1
19324,0.158,2018,0.0141,0.8170000000000001,210368,0.539,0,116H0KvKr2Zl4RPuVBruDO,0.000496,6,0.099,-6.349,0,MIA (feat. Drake),79,2018-10-11,0.0621,97.06200000000001,"['Bad Bunny', 'Drake']",2
16807,0.136,2006,0.209,0.563,267933,0.5920000000000001,0,11bD1JtSjlIgKgZG2134DZ,5.08e-05,9,0.132,-4.5710000000000015,1,Chasing Cars,79,2006-01-01,0.0276,104.016,['Snow Patrol'],1
140831,0.604,2020,0.102,0.727,294240,0.6920000000000001,0,4gChz67rTHfVzKCZAHsifM,1.07e-06,9,0.0562,-3.25,1,La Tóxica (feat. Jay Wheeler & Tempo) - Remix,79,2020-10-21,0.10400000000000001,92.01899999999999,"['Farruko', 'Sech', 'Myke Towers', 'Jay Wheeler', 'Tempo']",5
38519,0.654,2020,0.252,0.7390000000000001,158466,0.616,1,5kkaSMcf4BFlhRRICCKZb6,1.93e-06,7,0.10099999999999999,-6.962999999999999,0,Something Special,79,2020-07-03,0.0338,91.071,['Pop Smoke'],1
17210,0.601,2008,0.00428,0.55,177827,0.917,1,6TfBA04WJ3X1d1wXhaCFVT,0.0,0,0.19699999999999998,-3.159,1,"You're Gonna Go Far, Kid",79,2008-06-17,0.0638,126.115,['The Offspring'],1
57361,0.6779999999999999,2020,0.48200000000000004,0.8059999999999999,198973,0.5579999999999999,1,09PGubKAMryhOWv1LHpCYz,0.0,9,0.0618,-6.46,1,"fuck, i'm lonely (with Anne-Marie)",79,2020-03-06,0.0683,95.016,"['Lauv', 'Anne-Marie']",2
18442,0.10400000000000001,2014,0.09300000000000001,0.628,197267,0.593,0,7xoUc6faLbCqZO6fQEYprd,1.65e-06,8,0.096,-5.0360000000000005,1,One Last Time,79,2014-08-25,0.0323,125.02600000000001,['Ariana Grande'],1
17413,0.6829999999999999,2009,0.0108,0.657,212107,0.695,0,7LP4Es66zdY7CyjepqmvAg,0.0,2,0.0822,-4.493,1,Down,79,2009-01-01,0.0321,65.997,"['Jay Sean', 'Lil Wayne']",2
57245,0.149,2020,0.0837,0.639,173124,0.546,0,4uqh9bualXNHXXwO2wPorc,0.0,1,0.122,-5.3820000000000014,1,Daisies,79,2020-05-15,0.0407,122.179,['Katy Perry'],1
17410,0.47200000000000003,2009,0.0275,0.512,228347,0.662,0,3DamFFqW32WihKkTVlwTYQ,0.0,3,0.11800000000000001,-6.7970000000000015,1,Fireflies,79,2009-01-01,0.0439,180.114,['Owl City'],1
38568,0.713,2020,0.272,0.9129999999999999,136224,0.391,1,3aAmQOxRPeKDL0HMWFA5qn,0.0,4,0.0666,-11.158,0,Adderall (Corvette Corvette),79,2020-10-15,0.368,141.05,['Popp Hunna'],1
19318,0.374,2018,0.802,0.737,190348,0.408,1,7kQkmyoHCEqwe7QwDbkSXM,0.0,5,0.171,-7.941,1,Let's Fall in Love for the Night,79,2018-10-19,0.10400000000000001,127.921,['FINNEAS'],1
18650,0.583,2015,0.113,0.705,213520,0.769,0,22VdIZQfgXJea34mQxlt81,0.0,9,0.105,-5.526,0,Can't Feel My Face,79,2015-08-28,0.0425,107.949,['The Weeknd'],1
11415,0.867,1979,0.214,0.768,271240,0.852,0,07q0QVgO56EorrSGHC48y3,7.36e-05,4,0.0723,-6.215,1,I Was Made For Lovin' You,79,1979-03-23,0.038,128.373,['KISS'],1
11607,0.7709999999999999,1980,0.322,0.774,227653,0.511,0,1SV1fxF65n9NhRHp3KlBuu,0.0,11,0.0672,-8.914,1,Wonderful Christmastime - Edited Version / Remastered 2011,79,1980-05-16,0.0319,94.736,['Paul McCartney'],1
19712,0.309,2020,0.634,0.721,171827,0.27699999999999997,0,5ovVcYo2MvjVydFwFyaaqy,0.0,1,0.11199999999999999,-7.127999999999999,1,I Should Probably Go To Bed,79,2020-07-31,0.0365,131.935,['Dan + Shay'],1
19068,0.887,2017,0.0237,0.705,203760,0.64,1,7gvd8xj4QgPqbQSsn5pV7d,0.0,11,0.262,-6.928,0,Sorry Not Sorry,79,2017-09-29,0.225,144.077,['Demi Lovato'],1
57058,0.843,2019,0.0902,0.7979999999999999,219947,0.6759999999999999,0,0hVXuCcriWRGvwMV1r5Yn9,0.0,6,0.0894,-5.041,1,I Don't Care (with Justin Bieber),79,2019-07-12,0.0442,101.956,"['Ed Sheeran', 'Justin Bieber']",2
38380,0.9390000000000001,2019,0.0275,0.639,222347,0.7909999999999999,0,25ZAibhr3bdlMCLmubZDVt,0.0,10,0.36200000000000004,-4.4430000000000005,0,QUE PRETENDES,79,2019-06-28,0.253,92.603,"['J Balvin', 'Bad Bunny']",2
19556,0.457,2019,0.000532,0.535,362653,0.521,0,6SQLk9HSNketfgs2AyIiMs,0.371,0,0.19,-5.942,1,She,79,2019-12-13,0.0272,140.026,['Harry Styles'],1
38329,0.652,2019,0.00517,0.52,219801,0.903,0,2f0pn9DkEJwAzXApnFh5cr,0.0,2,0.254,-5.497000000000001,1,Someone To You,79,2019-10-04,0.042,74.988,['BANNERS'],1
38067,0.617,2018,0.157,0.8420000000000001,212500,0.8009999999999999,1,4w8niZpiMy6qz1mntFA5uM,4.82e-06,8,0.0642,-4.167,0,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",79,2018-09-28,0.228,95.881,"['DJ Snake', 'Selena Gomez', 'Ozuna', 'Cardi B']",4
18841,0.479,2016,0.308,0.696,246880,0.5429999999999999,0,0VhgEqMTNZwYL1ARDLLNCX,0.0,11,0.0939,-6.164,1,Can I Be Him,79,2016-10-28,0.0489,107.969,['James Arthur'],1
75092,0.784,2020,0.00173,0.68,193533,0.825,0,7yBbV2k2S2uhaQc24NF2xt,0.000122,8,0.27,-4.296,1,Stupid Love,79,2020-05-29,0.0702,117.98700000000001,['Lady Gaga'],1
19564,0.45299999999999996,2019,0.4920000000000001,0.359,221307,0.5429999999999999,0,1dGr1c8CrMLDpV6mPbImSI,1.58e-05,7,0.11800000000000001,-7.5820000000000025,1,Lover,79,2019-08-23,0.0919,68.53399999999999,['Taylor Swift'],1
108745,0.139,2020,0.00391,0.624,147638,0.614,1,6A25J9As7towpxovYryAWr,0.0278,2,0.187,-4.165,1,Such a Whore (Stellular Remix),79,2020-06-03,0.0448,168.87,['JVLA'],1
19706,0.27399999999999997,2020,0.275,0.765,169227,0.556,1,3FU6urUVsgXa6RBuV2PdRk,0.0,11,0.0824,-6.4170000000000025,1,Heartless (feat. Morgan Wallen),79,2020-05-29,0.0512,111.03299999999999,"['Diplo', 'Morgan Wallen']",2
11411,0.674,1979,0.105,0.633,245200,0.35700000000000004,0,2JoZzpdeP2G6Csfdq5aLXP,0.0,5,0.133,-9.366,0,How Deep Is Your Love,79,1979-01-01,0.0264,104.93799999999999,['Bee Gees'],1
57047,0.746,2019,0.39,0.882,161627,0.6890000000000001,0,2qG5sZ7Si6sdK74qLxedYM,0.00325,6,0.0501,-4.027,1,Con Altura,79,2019-03-28,0.124,97.963,"['ROSALÍA', 'J Balvin', 'El Guincho']",3
19566,0.633,2019,0.0767,0.777,190360,0.6579999999999999,0,3RauEVgRgj1IuWdJ9fDs70,0.0,0,0.0901,-5.191,1,The Man,79,2019-08-23,0.054000000000000006,110.04799999999999,['Taylor Swift'],1
38073,0.221,2018,0.00713,0.509,230613,0.44799999999999995,0,5MAK1nd8R6PWnle1Q1WJvh,0.0137,4,0.244,-7.5520000000000005,0,I See Red,79,2018-10-31,0.0357,156.909,['Everybody Loves an Outlaw'],1
75023,0.7090000000000001,2019,0.38799999999999996,0.504,167373,0.503,0,1qfoq1qvZT7VwDVeekCJ97,0.0,7,0.0608,-3.313,1,De Los Besos Que Te Di,79,2019-05-10,0.0422,195.593,['Christian Nodal'],1
12010,0.816,1982,0.079,0.742,188987,0.833,0,39shmbIHICJ2Wxnk1fPSdz,0.0,2,0.384,-6.462999999999999,1,Should I Stay or Should I Go - Remastered,79,1982,0.115,113.375,['The Clash'],1
12012,0.915,1982,0.0491,0.779,258040,0.867,0,1OOtq8tRnDM8kG2gqUPjAj,7.98e-06,3,0.19699999999999998,-3.7039999999999997,0,Beat It,79,1982-11-30,0.0457,138.858,['Michael Jackson'],1
38046,0.754,2018,0.28600000000000003,0.672,201287,0.735,0,4ofwffwvvnbSkrMSCKQDaC,0.0,5,0.242,-4.7330000000000005,1,Shotgun,79,2018-03-23,0.0457,115.741,['George Ezra'],1
18818,0.5539999999999999,2016,0.67,0.544,184516,0.552,0,3xKsf9qdS1CyvXSMEid6g8,4.57e-05,9,0.415,-7.45,1,Pink + White,79,2016-08-20,0.0991,159.738,['Frank Ocean'],1
170560,0.745,2020,0.0217,0.755,202887,0.617,0,7na7Bk98usp84FaOJFPv3d,0.0,9,0.0625,-5.144,1,Tattoo,79,2020-02-13,0.182,193.896,['Rauw Alejandro'],1
12608,0.624,1985,0.5760000000000001,0.8029999999999999,237106,0.488,0,1ko2lVN0vKGUl9zrU0qSlT,0.0609,1,0.0763,-9.302999999999999,1,Just the Two of Us (feat. Bill Withers),79,1985,0.0803,95.771,"['Grover Washington, Jr.', 'Bill Withers']",3
8806,0.637,1966,0.35200000000000004,0.552,162373,0.608,0,4s6LhHAV5SEsOV0lC2tjvJ,0.0,1,0.0533,-9.786,0,California Dreamin' - Single Version,79,1966-03,0.0345,112.367,['The Mamas & The Papas'],1
19530,0.129,2019,0.0902,0.376,177323,0.43,0,4Yxc55NX3tAXC2mHRAhtcW,0.0,0,0.0912,-6.585,0,"All I Want - From ""High School Musical: The Musical: The Series""",79,2019-11-27,0.0328,77.59899999999998,['Olivia Rodrigo'],1
75080,0.294,2020,0.10400000000000001,0.612,186480,0.539,0,4P6IttK2PRBjyr3fm0pP7t,0.0,3,0.18,-5.0710000000000015,1,Past Life (with Selena Gomez),79,2020-06-26,0.0488,79.94800000000002,"['Trevor Daniel', 'Selena Gomez']",2
18822,0.29600000000000004,2016,0.11,0.6709999999999999,191600,0.314,1,4pAl7FkDMNBsjykPXo91B3,0.0,5,0.0825,-8.091000000000001,0,Needed Me,79,2016-01-28,0.244,110.898,['Rihanna'],1
12411,0.897,1984,0.271,0.62,231333,0.573,0,0ikz6tENMONtK6qGkOrU3c,0.0,0,0.0607,-11.892999999999999,1,Wake Me Up Before You Go-Go,79,1984-10-23,0.0423,81.548,['Wham!'],1
19537,0.41100000000000003,2019,0.615,0.53,259187,0.512,0,2IOFZdYYkFxEHVz1w34PoL,0.004529999999999999,7,0.129,-9.261000000000001,1,Cherry,79,2019-12-13,0.0259,95.946,['Harry Styles'],1
19076,0.228,2017,0.746,0.4270000000000001,224867,0.262,0,5kRPPEWFJIMox5qIkQkiz5,0.0,7,0.068,-8.541,1,Sweet Creature,79,2017-05-12,0.0276,104.085,['Harry Styles'],1
12407,0.7959999999999999,1984,0.171,0.5720000000000001,241600,0.835,0,7N3PAbqfTjSEU1edb2tY8j,0.000376,0,0.0702,-6.218999999999999,1,Jump - 2015 Remaster,79,1984-01-04,0.0317,129.994,['Van Halen'],1
19540,0.08199999999999999,2019,0.935,0.319,242652,0.0561,0,0tMSssfxAL2oV8Vri0mFHE,0.0038399999999999997,0,0.38799999999999996,-23.023000000000003,1,listen before i go,79,2019-03-29,0.045,79.764,['Billie Eilish'],1
19234,0.562,2018,0.0355,0.963,142273,0.34600000000000003,1,6vN77lE9LK6HP2DewaN6HZ,0.0,5,0.10800000000000001,-9.309,0,Yes Indeed,79,2018-05-18,0.53,119.95700000000001,"['Lil Baby', 'Drake']",2
12209,0.772,1983,0.35600000000000004,0.504,183440,0.904,0,1jDJFeK9x3OZboIAHsY9k2,0.121,6,0.14,-6.8629999999999995,1,I'm Still Standing,79,1983-05-30,0.179,176.808,['Elton John'],1
108739,0.56,2020,0.155,0.7759999999999999,177728,0.9109999999999999,0,4ecVWqbtW6phQGpZMAyqIU,2.59e-06,2,0.268,-3.08,0,Not Shy,79,2020-08-17,0.131,101.027,['ITZY'],1
11407,0.945,1979,0.0322,0.703,285373,0.826,0,3mRM4NM8iO7UBqrSigCQFH,0.00629,10,0.179,-7.178999999999999,0,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",79,1979-01-01,0.0341,103.564,['Bee Gees'],1
19570,0.47200000000000003,2019,0.135,0.594,181145,0.6759999999999999,1,40mjsnRjCpycdUw3xhS20g,0.0,2,0.163,-5.808,1,GATTI,79,2019-12-27,0.344,143.477,"['JACKBOYS', 'Pop Smoke', 'Travis Scott']",3
38081,0.562,2018,0.39399999999999996,0.637,228615,0.799,0,3p6hnejEQYXkiTO1lAzVc0,0.0,2,0.0921,-4.519,1,Euphoria,79,2018-08-24,0.0338,104.995,['BTS'],1
18913,0.292,2016,0.5710000000000001,0.765,129600,0.327,1,4NZrZgrRoR4GwR7flWOXRI,0.0479,6,0.0787,-8.029,1,Go Fuck Yourself,79,2016-07-29,0.27699999999999997,74.931,['Two Feet'],1
108836,0.594,2020,0.115,0.6759999999999999,167573,0.8690000000000001,0,0pYacDCZuRhcrwGUA5nTBe,0.0,1,0.132,-1.5730000000000002,1,eight(Prod.&Feat. SUGA of BTS),79,2020-05-06,0.0423,120.029,"['IU', 'SUGA']",2
9806,0.282,1971,0.382,0.414,377093,0.428,0,2TVxnKdb3tqe1nhQWwwZCO,0.00024300000000000002,0,0.14800000000000002,-11.097000000000001,1,Tiny Dancer,79,1971-11-05,0.0278,145.075,['Elton John'],1
19049,0.179,2017,0.161,0.513,209213,0.6609999999999999,0,07FkzikE6FuHIa8Ma7zJGc,0.0,5,0.24600000000000002,-6.419,1,Lie,79,2017-10-06,0.24,94.791,['NF'],1
92325,0.494,2020,0.366,0.687,210427,0.514,0,41L3O37CECZt3N7ziG2z7l,0.0,9,0.11599999999999999,-6.612,0,Yummy,79,2020-01-03,0.0897,145.921,['Justin Bieber'],1
19044,0.245,2017,0.659,0.551,199387,0.386,0,3i5qVV8azKqGFK4Gzdt5YS,0.0,0,0.125,-10.22,1,If You Want Love,79,2017-10-06,0.132,116.40899999999999,['NF'],1
9410,0.187,1969,0.0302,0.5329999999999999,259947,0.376,0,2EqlS6tkEnglzr7tkKAAYD,0.248,9,0.0926,-11.913,0,Come Together - Remastered 2009,79,1969-09-26,0.0393,165.007,['The Beatles'],1
92169,0.149,2020,0.495,0.462,214259,0.33899999999999997,0,39EXZNMxb4RBHlRjnRaOKp,8.15e-06,3,0.0893,-7.943,1,Sweet Night,79,2020-03-13,0.025,92.10600000000001,['V'],1
19039,0.642,2017,0.225,0.83,228600,0.585,0,5bgwqaRSS3M8WHWruHgSL5,0.00209,1,0.0576,-5.8020000000000005,1,8TEEN,79,2017-04-27,0.0366,105.03,['Khalid'],1
19038,0.0,2017,0.9229999999999999,0.0,147097,4.98e-05,0,65rkHetZXO6DQmBh3C2YtW,0.297,10,0.11,-32.354,0,White Noise - 500 hz,79,2017-10-13,0.0,0.0,['Granular'],1
56933,0.29600000000000004,2018,0.299,0.5529999999999999,210200,0.502,0,2rbDhOo9Fh61Bbu23T2qCk,0.0,0,0.764,-5.972,1,Always Remember Us This Way,79,2018-10-05,0.0409,129.976,['Lady Gaga'],1
19024,0.779,2017,0.264,0.8,213400,0.585,1,6PGoSes0D9eUDeeAafB2As,0.0,10,0.153,-7.343,1,LOVE. FEAT. ZACARI.,79,2017-04-14,0.0924,126.05799999999999,"['Kendrick Lamar', 'Zacari']",2
19025,0.358,2017,0.42200000000000004,0.6579999999999999,278180,0.294,0,7zFXmv6vqI4qOt4yGf3jYZ,5.2000000000000004e-05,4,0.0749,-8.533,0,Get You (feat. Kali Uchis),79,2017-08-25,0.0321,74.038,"['Daniel Caesar', 'Kali Uchis']",2
92262,0.505,2020,0.267,0.85,210607,0.536,1,3wYRLYuO1M88d8woWUIxct,3.8900000000000004e-05,1,0.0996,-5.1610000000000005,1,Ignorantes,79,2020-02-14,0.0599,96.029,"['Bad Bunny', 'Sech']",2
92269,0.653,2020,0.157,0.82,189287,0.8420000000000001,0,7I0vl97TYZW86qYdgcD1qu,0.0,7,0.11199999999999999,-3.853,1,Back Door,79,2020-09-14,0.272,107.95200000000001,['Stray Kids'],1
9006,0.907,1967,0.182,0.491,183307,0.583,0,3yrSvpt2l1xhsV9Em88Pul,0.0,7,0.40700000000000003,-10.964,1,Brown Eyed Girl,79,1967-09,0.0376,150.572,['Van Morrison'],1
10207,0.22399999999999998,1973,0.38799999999999996,0.307,266960,0.433,0,5MxNLUsfh7uzROypsoO5qe,9.08e-05,1,0.332,-10.057,1,Dream On,79,1973-01-05,0.028999999999999998,160.9,['Aerosmith'],1
18905,0.8009999999999999,2016,0.0242,0.773,246240,0.747,0,0ErK6K0kYr0Ow2RkPMhmMs,8.99e-06,5,0.109,-4.061,1,Shout Out to My Ex,79,2016-11-18,0.0885,126.014,['Little Mix'],1
19061,0.364,2017,0.256,0.809,298941,0.46299999999999997,1,5mCPDVBb16L4XQwDdbRUpz,0.085,11,0.109,-11.377,1,Passionfruit,79,2017-03-18,0.0396,111.98,['Drake'],1
18904,0.168,2016,0.109,0.501,195707,0.519,0,23L5CiUhw2jV1OIMwthR3S,0.0,4,0.45399999999999996,-5.88,0,In the Name of Love,79,2016-07-29,0.0409,133.99,"['Martin Garrix', 'Bebe Rexha']",2
57033,0.8390000000000001,2019,0.198,0.655,229360,0.797,0,6habFhsOp2NvshLv26DqMb,0.0,2,0.067,-4.787,1,Despacito,79,2019-02-01,0.153,177.928,"['Luis Fonsi', 'Daddy Yankee']",2
19578,0.523,2019,0.19899999999999998,0.747,179133,0.7170000000000001,1,6piAUJJQFD8oHDUr0b7l7q,0.0,9,0.132,-4.841,0,VALENTINO,79,2019-11-22,0.179,150.965,['24kGoldn'],1
19582,0.7020000000000001,2019,0.11900000000000001,0.4,186107,0.795,1,0Ryd8975WihbObpp5cPW1t,0.0,10,0.159,-3.7310000000000003,0,boyfriend (with Social House),79,2019-08-02,0.461,190.097,"['Ariana Grande', 'Social House']",2
19589,0.423,2019,0.0511,0.46399999999999997,221492,0.547,1,0Odu228D0yGcFySGuxU4rY,0.0,7,0.155,-8.137,0,The Take (feat. Chris Brown),79,2019-11-15,0.33899999999999997,67.003,"['Tory Lanez', 'Chris Brown']",2
18871,0.8959999999999999,2016,0.152,0.774,219147,0.753,1,76hfruVvmfQbw0eYn1nmeC,0.0,4,0.0371,-5.4460000000000015,0,Cake By The Ocean,79,2016-11-18,0.0517,119.00200000000001,['DNCE'],1
155446,0.943,2020,0.364,0.565,192698,0.7809999999999999,0,5kQre7o8ky5DXeEPcyaCR1,0.0,10,0.0984,-3.358,0,Carita de Inocente (feat. Myke Towers) - Remix,79,2020-06-01,0.061,129.959,"['Prince Royce', 'Myke Towers']",2
18880,0.585,2016,0.428,0.773,269187,0.8190000000000001,0,3dhjNA0jGA8vHBQ1VdD6vV,0.0,0,0.0679,-5.9460000000000015,0,I Feel It Coming,79,2016-11-25,0.11800000000000001,92.98700000000001,"['The Weeknd', 'Daft Punk']",2
8606,0.6940000000000001,1965,0.635,0.5720000000000001,165000,0.418,0,745H5CctFr12Mo7cqa1BMH,0.0,0,0.0961,-10.738,1,My Girl,79,1965-03-22,0.0349,104.566,['The Temptations'],1
18889,0.43799999999999994,2016,0.11699999999999999,0.584,202747,0.7,1,0PDUDa38GO8lMxLCRc4lL1,0.0,11,0.0939,-4.275,1,PILLOWTALK,79,2016-03-25,0.0456,124.944,['ZAYN'],1
